Country,"Country ISO",Region,"Region ISO",Population,2023-12,2024-01,2024-02,2024-03,2024-04,2024-05,2024-06,2024-07,2024-08
Taiwan*,TW,,,22894384,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Tajikistan,TJ,,,7487489,0/0/17786/0/125,0/0/17786/0/125,0/0/17786/0/125,0/0/17786/0/125,0/0/17786/0/125,0/0/17786/0/125,0/0/17786/0/125,0/0/17786/0/125,0/0/17786/0/125
Tanzania,TZ,,,41892895,0/0/43223/0/846,0/0/43223/0/846,0/0/43223/0/846,0/0/43224/0/846,0/0/43225/0/846,0/0/43226/0/846,0/0/43230/0/846,0/0/43230/0/846,0/0/43230/0/846
Thailand,TH,,,67089500,0/0/4762375/0/34517,0/0/4765003/0/34547,0/0/4767238/0/34567,0/0/4770005/0/34583,0/0/4774304/0/34602,0/0/4781659/0/34647,0/0/4794244/0/34693,0/0/4798620/0/34714,0/0/4799180/0/34715
Timor-Leste,TL,,,1154625,0/0/23460/0/138,0/0/23460/0/138,0/0/23460/0/138,0/0/23460/0/138,0/0/23460/0/138,0/0/23460/0/138,0/0/23460/0/138,0/0/23460/0/138,0/0/23460/0/138
Togo,TG,,,6587239,0/0/39527/0/290,0/0/39527/0/290,0/0/39527/0/290,0/0/39528/0/290,0/0/39530/0/290,0/0/39530/0/290,0/0/39530/0/290,0/0/39530/0/290,0/0/39530/0/290
Tokelau,TK,,,1466,0/0/80/0/0,0/0/80/0/0,0/0/80/0/0,0/0/80/0/0,0/0/80/0/0,0/0/80/0/0,0/0/80/0/0,0/0/80/0/0,0/0/80/0/0
Tonga,TO,,,122580,0/0/16888/0/12,0/0/16950/0/12,0/0/16950/0/12,0/0/16958/0/12,0/0/16958/0/12,0/0/16958/0/12,0/0/16970/0/12,0/0/16976/0/12,0/0/16976/0/12
"Trinidad and Tobago",TT,,,1228691,0/0/191496/0/4390,0/0/191496/0/4390,0/0/191496/0/4390,0/0/191496/0/4390,0/0/191496/0/4390,0/0/191496/0/4390,0/0/191496/0/4390,0/0/191496/0/4390,0/0/191496/0/4390
Tunisia,TN,,,10589025,0/0/1153361/0/29423,0/0/1153361/0/29423,0/0/1153361/0/29423,0/0/1153361/0/29423,0/0/1153361/0/29423,0/0/1153361/0/29423,0/0/1153361/0/29423,0/0/1153361/0/29423,0/0/1153361/0/29423
Turkey,TR,,,82003882,0/0/17004677/0/101419,0/0/17004677/0/101419,0/0/17004677/0/101419,0/0/17004714/0/101419,0/0/17004714/0/101419,0/0/17004714/0/101419,0/0/17004717/0/101419,0/0/17004718/0/101419,0/0/17004718/0/101419
Tuvalu,TV,,,10472,0/0/2943/0/1,0/0/2943/0/1,0/0/2943/0/1,0/0/2943/0/1,0/0/2943/0/1,0/0/2943/0/1,0/0/2943/0/1,0/0/2943/0/1,0/0/2943/0/1
US,US,,,310232863,0/0/25389/0/132,0/0/25389/0/132,0/0/25389/0/132,0/0/25389/0/132,0/0/25389/0/132,0/0/25389/0/132,0/0/25389/0/132,0/0/25389/0/132,0/0/25389/0/132
US,US,Alabama,US-AL,4903185,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Alaska,US-AK,731545,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"American Samoa",US-AS,55641,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Arizona,US-AZ,7278717,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Arkansas,US-AR,3017825,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,California,US-CA,39512223,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Colorado,US-CO,5758736,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Connecticut,US-CT,3565287,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Delaware,US-DE,973764,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Diamond Princess",,3711,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"District of Columbia",US-DC,705749,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Federal Bureau of Prisons",,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Florida,US-FL,21477737,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Georgia,US-GA,10617423,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Grand Princess",,3533,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Guam,US-GU,165718,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Hawaii,US-HI,1415872,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Idaho,US-ID,1787147,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Illinois,US-IL,12671821,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Indiana,US-IN,6732219,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Iowa,US-IA,3155070,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Kansas,US-KS,2913314,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Kentucky,US-KY,4467673,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Louisiana,US-LA,4648794,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Maine,US-ME,1344212,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Maryland,US-MD,6045680,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Massachusetts,US-MA,6949503,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Michigan,US-MI,9986857,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Minnesota,US-MN,5639632,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Mississippi,US-MS,2976149,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Missouri,US-MO,6137428,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Montana,US-MT,1068778,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Nebraska,US-NE,1934408,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Nevada,US-NV,3080156,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New Hampshire",US-NH,1359711,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New Jersey",US-NJ,8882190,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New Mexico",US-NM,2096829,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"New York",US-NY,19453561,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"North Carolina",US-NC,10488084,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"North Dakota",US-ND,762062,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Northern Mariana Islands",US-MP,55194,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Ohio,US-OH,11689100,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Oklahoma,US-OK,3956971,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Oregon,US-OR,4217737,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Pennsylvania,US-PA,12801989,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Puerto Rico",US-PR,3193694,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Rhode Island",US-RI,1059361,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"South Carolina",US-SC,5148714,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"South Dakota",US-SD,884659,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Tennessee,US-TN,6833174,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Texas,US-TX,28995881,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"US Military",,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Utah,US-UT,3205958,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Vermont,US-VT,623989,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Veteran Hospitals",,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"Virgin Islands",US-VI,104914,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Virginia,US-VA,8535519,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Washington,US-WA,7614893,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,"West Virginia",US-WV,1792065,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Wisconsin,US-WI,5822434,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
US,US,Wyoming,US-WY,578759,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Uganda,UG,,,33398682,0/0/171888/0/3632,0/0/171890/0/3632,0/0/172149/0/3632,0/0/172149/0/3632,0/0/172149/0/3632,0/0/172149/0/3632,0/0/172152/0/3632,0/0/172154/0/3632,0/0/172154/0/3632
Ukraine,UA,,,41983564,0/0/5520483/0/109918,0/0/5521032/0/109918,0/0/5539049/0/109918,0/0/5532832/0/109920,0/0/5531438/0/109920,0/0/5531719/0/109920,0/0/5532365/0/109920,0/0/5532606/0/109920,0/0/5532777/0/109920
"United Arab Emirates",AE,,,4975593,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349,0/0/1067030/0/2349
"United Kingdom",GB,,,66647112,0/0/24843591/0/232112,0/0/24892903/0/232112,0/0/24907132/0/232112,0/0/24915646/0/232112,0/0/24922255/0/232112,0/0/24932880/0/232112,0/0/24951602/0/232112,0/0/24971229/0/232112,0/0/24974629/0/232112
"United Kingdom",GB,Anguilla,AI-AI,14731,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12,0/0/3904/0/12
"United Kingdom",GB,Bermuda,BM-BM,71176,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165,0/0/18860/0/165
"United Kingdom",GB,"British Virgin Islands",VG-VG,31758,0/0/7392/0/64,0/0/7392/0/64,0/0/7392/0/64,0/0/7392/0/64,0/0/7420/0/64,0/0/7472/0/64,0/0/7552/0/64,0/0/7557/0/64,0/0/7557/0/64
"United Kingdom",GB,"Cayman Islands",KY-KY,68076,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37,0/0/31472/0/37
"United Kingdom",GB,"Channel Islands",GB-CHA,170499,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,England,GB-ENG,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,"Falkland Islands (Malvinas)",FK-FK,3398,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,Gibraltar,GI-GI,32194,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113,0/0/20550/0/113
"United Kingdom",GB,"Isle of Man",GB-IOM,83314,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,Jersey,GB-JSY,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,Montserrat,MS-MS,4649,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8,0/0/1403/0/8
"United Kingdom",GB,"Northern Ireland",GB-NIR,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,Scotland,GB-SCT,,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
"United Kingdom",GB,"Turks and Caicos Islands",TC-TC,31458,0/0/6711/0/40,0/0/6713/0/40,0/0/6747/0/40,0/0/6754/0/40,0/0/6754/0/40,0/0/6754/0/40,0/0/6776/0/40,0/0/6805/0/40,0/0/6805/0/40
Uruguay,UY,,,3477000,0/0/1041111/0/7660,0/0/1041111/0/7660,0/0/1037893/0/7625,0/0/1037893/0/7625,0/0/1037893/0/7625,0/0/1041245/0/7662,0/0/1041294/0/7682,0/0/1041331/0/7682,0/0/1041346/0/7682
Uzbekistan,UZ,,,27865738,0/0/175081/0/1016,0/0/175081/0/1016,0/0/175081/0/1016,0/0/175081/0/1016,0/0/175081/0/1016,0/0/175081/0/1016,0/0/175081/0/1016,0/0/175081/0/1016,0/0/175081/0/1016
Vanuatu,VU,,,221552,0/0/12019/0/14,0/0/12019/0/14,0/0/12019/0/14,0/0/12019/0/14,0/0/12019/0/14,0/0/12019/0/14,0/0/12019/0/14,0/0/12019/0/14,0/0/12019/0/14
Venezuela,VE,,,27223228,0/0/552695/0/5856,0/0/552695/0/5856,0/0/552695/0/5856,0/0/552695/0/5856,0/0/552695/0/5856,0/0/552695/0/5856,0/0/552695/0/5856,0/0/552695/0/5856,0/0/552695/0/5856
Vietnam,VN,,,89571130,0/0/11624000/0/43206,0/0/11624000/0/43206,0/0/11624000/0/43206,0/0/11624000/0/43206,0/0/11624000/0/43206,0/0/11624000/0/43206,0/0/11624000/0/43206,0/0/11624000/0/43206,0/0/11624000/0/43206
"Wallis and Futuna",WF,,,16025,0/0/3550/0/8,0/0/3550/0/8,0/0/3550/0/8,0/0/3760/0/9,0/0/3760/0/9,0/0/3760/0/9,0/0/3760/0/9,0/0/3760/0/9,0/0/3760/0/9
"West Bank and Gaza",PS,,,3800000,0/0/703228/0/5708,0/0/703228/0/5708,0/0/703228/0/5708,0/0/703228/0/5708,0/0/703228/0/5708,0/0/703228/0/5708,0/0/703228/0/5708,0/0/703228/0/5708,0/0/703228/0/5708
"Western Sahara",EH,,,273008,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0,0/0/0/0/0
Yemen,YE,,,23495361,0/0/11945/0/2159,0/0/11945/0/2159,0/0/11945/0/2159,0/0/11945/0/2159,0/0/11945/0/2159,0/0/11945/0/2159,0/0/11945/0/2159,0/0/11945/0/2159,0/0/11945/0/2159
Zambia,ZM,,,13460305,0/0/349304/0/4069,0/0/349304/0/4069,0/0/349304/0/4069,0/0/349558/0/4069,0/0/349629/0/4069,0/0/349653/0/4069,0/0/349686/0/4069,0/0/349824/0/4077,0/0/349842/0/4077
Zimbabwe,ZW,,,13061000,0/0/266048/0/5731,0/0/266265/0/5737,0/0/266350/0/5737,0/0/266359/0/5740,0/0/266362/0/5740,0/0/266362/0/5740,0/0/266374/0/5740,0/0/266386/0/5740,0/0/266386/0/5740
